Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
4388,RBF,6/25/2021,"550,000","687,500",0,0,651,0.025
4387,RBF,6/25/2021,"100,000","127,000",0,0,617,0.04
4386,RBF,6/25/2021,"275,000","352,000",0,0,761,0.07
4385,RBF,6/25/2021,"500,000","600,000",0,0,656,0.01
4384,RBF,6/25/2021,"200,000","270,000",0,0,676,0.07
4383,RBF,6/25/2021,"500,000","600,000",0,0,N/A,0.01
4382,RBF,6/24/2021,"77,000","100,100",0,0,802,0.05
4381,RBF,6/24/2021,"330,000","445,500",0,0,599,0.08
4380,RBF,6/24/2021,"550,000","720,500",0,0,702,0
4379,RBF,6/24/2021,"60,000","75,000",0,0,735,0.05
4378,RBF,6/24/2021,"700,000","945,000",0,"418,088",645,0.08
4377,RBF,6/23/2021,"500,000","635,000",0,0,681,0.04
4376,RBF,6/23/2021,"50,000","66,500",0,0,645,0.08
4375,RBF,6/23/2021,"250,000","347,500",0,0,575,0.09
4374,RBF,6/22/2021,"230,000","287,500",0,0,719,0.03
4373,RBF,6/22/2021,"500,000","650,000",0,0,642,0.06
4372,RBF,6/22/2021,"2,000,000","2,640,000",0,0,743,0.03
4371,RBF,6/22/2021,"200,000","266,000",0,0,626,0.06
4369,RBF,6/21/2021,"300,000","405,000",0,0,730,0.05
4368,RBF,6/18/2021,"135,000","177,525",0,0,748,0.09
4367,RBF,6/17/2021,"200,000","262,000",0,0,695,0.03
4366,RBF,6/17/2021,"175,000","224,000",0,0,695,0.065
4365,RBF,6/17/2021,"214,635","266,147",0,0,669.5,0
4364,RBF,6/16/2021,"100,000","137,000",0,"48,254",616,0.1
4363,RBF,6/16/2021,"20,000","28,400",0,0,696,0.12
4362,RBF,6/16/2021,"100,000","134,000",0,0,730,0.07
4361,RBF,6/16/2021,"330,000","437,250",0,0,638.5,0.055
4360,RBF,6/15/2021,"1,650,000","2,178,000",0,0,740,0.04
4359,RBF,6/15/2021,"400,000","512,000",0,"81,439",741,0.08
4358,RBF,6/14/2021,"125,000","172,500",0,0,654,0.1
4356,RBF,6/14/2021,"300,000","399,000",0,0,720,0.08
4355,RBF,6/14/2021,"25,000","33,750",0,0,620,0.07
4354,RBF,6/14/2021,"450,000","603,000",0,0,728,0.04
4353,RBF,6/11/2021,"500,000","635,000",0,0,727,0.04
4352,RBF,6/11/2021,"100,000","134,000",0,0,680,0.12
4351,RBF,6/11/2021,"150,000","202,500",0,0,718,0.05
4350,RBF,6/11/2021,"1,000,000","1,360,000",0,0,713,0.055
4349,RBF,6/11/2021,"250,000","327,500",0,"33,186",639.5,0.06
4348,RBF,6/11/2021,"100,000","132,000",0,0,658,0.06
4347,RBF,6/10/2021,"200,000","267,000",0,0,709,0.12
4346,RBF,6/10/2021,"60,000","81,600",0,0,645,0.12
4345,RBF,6/10/2021,"120,000","152,400",0,0,749.5,0.04
4344,RBF,6/10/2021,"350,000","455,000",0,0,677,0.07
4343,RBF,6/10/2021,"150,000","199,500",0,0,784,0.12
4342,RBF,6/9/2021,"313,392","394,874",0,0,668,0
4341,RBF,6/9/2021,"100,000","133,000",0,0,677,0.09
4340,RBF,6/9/2021,"150,000","193,500",0,0,766,0.05
4339,RBF,6/9/2021,"50,000","69,000",0,0,732,0.12
4338,RBF,6/9/2021,"250,000","310,000",0,0,754,0.03
4337,RBF,6/9/2021,"100,000","121,000",0,0,698,0.07
4336,RBF,6/8/2021,"250,000","297,500",0,0,693,0
4335,RBF,6/8/2021,"40,000","52,800",0,0,540,0.05
4334,RBF,6/7/2021,"600,000","846,000",0,"155,660",607,0.07
4333,RBF,6/7/2021,"50,000","67,500",0,0,496,0.12
4332,RBF,6/7/2021,"300,000","390,000",0,0,719,0.06
4331,RBF,6/4/2021,"30,125","35,547",0,0,531,0
4330,RBF,6/4/2021,"1,250,000","1,618,750",0,0,819,0.035
4329,RBF,6/3/2021,"500,000","660,000",0,0,750,0.03
4328,RBF,6/3/2021,"150,000","202,500",0,0,675,0.07
4327,RBF,6/2/2021,"1,000,000","1,340,000",0,0,714,0.06
4326,RBF,6/2/2021,"60,000","79,200",0,0,689,0.06
4325,RBF,6/2/2021,"100,000","135,000",0,0,724,0.07
4324,RBF,6/1/2021,"30,000","36,300",0,0,733,0.05
4323,RBF,6/1/2021,"350,000","455,000",0,"2,033",786,0.02
4322,RBF,5/28/2021,"100,000","127,000",0,0,771,0.05
4321,RBF,5/28/2021,"120,000","163,200",0,0,712,0.07
4320,RBF,5/28/2021,"1,000,000","1,370,000",0,0,710.3333,0.045
4319,RBF,5/28/2021,"350,000","451,500",0,0,705,0.03
4318,RBF,5/27/2021,"750,000","982,500",0,0,695,0.03
4317,RBF,5/27/2021,"750,000","1,042,500",0,0,795,0.1
4316,RBF,5/27/2021,"400,000","518,000",0,0,749,0.01
4315,RBF,5/27/2021,"350,000","472,500",0,0,783,0.09
4314,RBF,5/27/2021,"550,000","704,000",0,0,747,0.045
4313,RBF,5/27/2021,"750,000","1,020,000",0,0,654,0.08
4312,RBF,5/27/2021,"75,000","103,500",0,0,751,0.09
4311,RBF,5/27/2021,"100,000","111,000",0,0,682,0.02
4310,RBF,5/27/2021,"200,000","268,000",0,0,743,0.1
4309,RBF,5/26/2021,"550,000","737,000",0,0,733,0.08
4308,RBF,5/26/2021,"160,000","219,200",0,0,708,0.08
4307,RBF,5/26/2021,"250,000","325,000",0,0,715,0.04
4306,RBF,5/26/2021,"100,000","125,000",0,0,766,0.05
4305,RBF,5/26/2021,"600,000","777,000",0,0,695,0.05
4304,RBF,5/25/2021,"125,000","173,750",0,0,637,0.12
4303,RBF,5/25/2021,"225,000","279,000",0,0,664,0
4302,RBF,5/25/2021,"1,700,000","2,244,000",0,0,651.6666,0.02
4301,RBF,5/25/2021,"350,000","455,000",0,0,743,0.03
4300,RBF,5/21/2021,"200,000","268,000",0,0,797,0.07
4299,RBF,5/21/2021,"600,000","756,000",0,0,685.3333,0.04
4298,RBF,5/21/2021,"100,000","140,000",0,0,650,0.12
4297,RBF,5/21/2021,"150,000","216,000",0,0,684,0.12
4296,RBF,5/21/2021,"75,000","104,250",0,0,672.5,0.12
4295,RBF,5/20/2021,"500,000","650,000",0,0,682,0.05
4294,RBF,5/20/2021,"60,000","81,600",0,0,674,0.07
4293,RBF,5/20/2021,"350,000","420,000",0,0,754,0.02
4292,RBF,5/20/2021,"45,000","59,400",0,0,638,0.06
4291,RBF,5/20/2021,"75,000","97,500",0,0,727,0.06
4290,RBF,5/20/2021,"1,100,000","1,419,000",0,"461,450",715.5,0.13
4289,RBF,5/20/2021,"1,750,000","1,960,000",0,0,786,0.005
4288,RBF,5/20/2021,"600,000","795,000",0,0,709,0.045
4287,RBF,5/20/2021,"650,000","838,500",0,0,657,0.04
4286,RBF,5/20/2021,"80,000","108,800",0,0,621,0.08
4284,RBF,5/19/2021,"100,000","125,000",0,0,775,0.05
4283,RBF,5/19/2021,"50,000","66,000",0,0,615,0.08
4282,RBF,5/19/2021,"400,000","528,000",0,0,783,0.04
4281,RBF,5/19/2021,"2,000,000","2,700,000",0,0,769,0.05
4280,RBF,5/18/2021,"1,000,000","1,295,000",0,0,790,0.02
4279,RBF,5/18/2021,"80,000","113,600",0,0,584,0.1
4278,RBF,5/18/2021,"150,000","187,500",0,0,619,0.02
4277,RBF,5/18/2021,"200,000","256,000",0,0,715,0.04
4276,RBF,5/14/2021,"100,000","125,000",0,0,688,0.06
4275,RBF,5/14/2021,"600,000","792,000",0,0,742,0.03
4274,RBF,5/14/2021,"600,000","786,000",0,0,778.5,0.04
4273,RBF,5/14/2021,"34,000","43,860",0,0,623,0.05
4272,RBF,5/13/2021,"200,000","282,000",0,0,713.5,0.12
4271,RBF,5/13/2021,"500,000","655,000",0,0,778.5,0.04
4270,RBF,5/13/2021,"100,000","126,000",0,"29,039",691,0.04
4269,RBF,5/13/2021,"200,000","260,000",0,0,816,0.04
4268,RBF,5/13/2021,"200,000","250,000",0,0,667,0.05
4267,RBF,5/13/2021,"1,050,000","1,396,500",0,0,764,0.04
4266,RBF,5/13/2021,"750,000","967,500",0,"254,464",731,0.03
4265,RBF,5/12/2021,"100,000","110,000",0,0,669,0.02
4263,RBF,5/12/2021,"25,000","33,250",0,0,693,0.05
4262,RBF,5/11/2021,"65,000","91,000",0,"5,668",489,0.14
4261,RBF,5/11/2021,"600,000","804,000",0,0,N/A,0.07
4259,RBF,5/11/2021,"300,000","378,000",0,0,768,0.02
4258,RBF,5/11/2021,"500,000","660,000",0,"263,696",679,0.05
4257,RBF,5/10/2021,"25,000","33,250",0,0,623,0.06
4256,RBF,5/10/2021,"500,000","695,000",0,0,660,0.07
4255,RBF,5/10/2021,"40,000","58,000",0,"26,818",615.5,0.1
4254,RBF,5/10/2021,"150,000","205,500",0,"71,714",645,0.12
4253,RBF,5/7/2021,"500,000","690,000",0,0,740,0.07
4252,RBF,5/7/2021,"750,000","1,005,000",0,0,716,0.06
4251,RBF,5/7/2021,"250,000","355,000",0,0,707,0.1
4250,RBF,5/7/2021,"250,000","325,000",0,0,651.5,0.1
4249,RBF,5/7/2021,"1,100,000","1,463,000",0,0,795,0.05
4248,RBF,5/7/2021,"325,000","448,500",0,0,688,0.05
4247,RBF,5/7/2021,"25,000","34,500",0,0,594,0.14
4246,RBF,5/6/2021,"125,000","175,000",0,0,660.5,0.05
4245,RBF,5/6/2021,"834,260","1,067,853",0,0,759,0.01
4244,RBF,5/6/2021,"500,000","635,000",0,0,776,0.03
4243,RBF,5/6/2021,"10,000","13,700",0,0,648,0.07
4242,RBF,5/5/2021,"350,000","444,500",0,0,672,0.02
4241,RBF,5/5/2021,"50,000","64,500",0,0,697,0.03
4240,RBF,5/5/2021,"1,150,000","1,598,500",0,"678,438",798,0.04
4239,RBF,5/5/2021,"100,000","135,000",0,0,666,0.08
4238,RBF,5/4/2021,"200,000","256,000",0,0,694,0.06
4237,RBF,5/3/2021,"450,000","630,000",0,0,635,0.1
4236,RBF,4/30/2021,"400,000","540,000",0,0,687,0.1
4235,RBF,4/30/2021,"378,000","491,400",0,0,643,0
4234,RBF,4/30/2021,"75,000","104,250",0,0,710,0.12
4233,RBF,4/30/2021,"70,000","89,600",0,0,674.5,0.03
4232,RBF,4/29/2021,"225,000","297,000",0,0,758,0.04
4231,RBF,4/29/2021,"165,000","222,750",0,"92,678",701.5,0.08
4230,RBF,4/29/2021,"2,000,000","2,590,000",0,0,778.5,0.03
4229,RBF,4/29/2021,"300,000","405,000",0,0,721,0.05
4228,RBF,4/29/2021,"71,000","100,820",0,0,649,0.07
4227,RBF,4/29/2021,"215,000","296,700",0,0,460,0.05
4226,RBF,4/29/2021,"175,000","239,750",0,0,742.5,0.1
4225,RBF,4/29/2021,"500,000","690,000",0,0,738.5,0.08
4224,RBF,4/29/2021,"200,000","252,000",0,0,656,0.04
4223,RBF,4/29/2021,"25,000","33,250",0,0,663,0.04
4222,RBF,4/29/2021,"230,000","299,000",0,0,718,0.06
4221,RBF,4/28/2021,"500,000","660,000",0,0,734,0.08
4220,RBF,4/28/2021,"350,000","434,000",0,0,750,0.02
4219,RBF,4/28/2021,"6,000","8,820",0,0,626.5,0.15
4218,RBF,4/28/2021,"400,000","520,000",0,0,728,0.05
4217,RBF,4/27/2021,"3,000,000","3,780,000",0,"2,606,250",619,0.07
4216,RBF,4/27/2021,"50,000","71,000",0,0,628,0.12
4215,RBF,4/27/2021,"50,000","65,000",0,0,806,0.05
4214,RBF,4/27/2021,"120,000","154,800",0,0,650,0.05
4213,RBF,4/26/2021,"210,000","270,900",0,0,720,0.05
4212,RBF,4/26/2021,"125,000","161,250",0,0,720,0.05
4211,RBF,4/26/2021,"100,000","128,000",0,0,706,0.03
4210,RBF,4/26/2021,"300,000","330,000",0,0,669,0.02
4209,RBF,4/23/2021,"500,000","655,000",0,0,735.5,0.05
4208,RBF,4/23/2021,"200,000","242,000",0,0,701,0.03
4207,RBF,4/23/2021,"600,000","816,000",0,0,732,0.05
4206,RBF,4/23/2021,"150,000","201,000",0,0,638,0.08
4205,RBF,4/22/2021,"664,000","800,120",0,0,760,0.025
4204,RBF,4/22/2021,"150,000","187,500",0,0,679,0.06
4203,RBF,4/22/2021,"50,000","63,000",0,0,578,0.06
4202,RBF,4/22/2021,"200,000","256,000",0,0,649,0.08
4201,RBF,4/22/2021,"60,000","83,400",0,0,649,0.12
4200,RBF,4/21/2021,"700,000","924,000",0,0,778,0.04
4199,RBF,4/21/2021,"290,000","385,700",0,0,715.5,0.06
4198,RBF,4/21/2021,"500,000","640,000",0,0,770,0.03
4197,RBF,4/21/2021,"350,000","448,000",0,0,708,0.03
4196,RBF,4/21/2021,"100,000","113,000",0,0,695,0.02
4195,RBF,4/20/2021,"1,030,000","1,297,800",0,0,755,0.05
4194,RBF,4/20/2021,"50,000","61,500",0,0,622,0.05
4193,RBF,4/20/2021,"165,000","237,600",0,0,720,0.12
4192,RBF,4/20/2021,"125,000","161,250",0,0,647,0.05
4191,RBF,4/19/2021,"250,000","330,000",0,0,729.5,0.07
4190,RBF,4/19/2021,"750,000","1,012,500",0,0,598,0.07
4189,RBF,4/19/2021,"125,000","151,875",0,0,713,0.015
4188,RBF,4/16/2021,"250,000","342,500",0,"93,428",645,0.12
4187,RBF,4/16/2021,"250,000","347,500",0,0,673,0.09
4186,RBF,4/16/2021,"55,000","74,800",0,0,660,0.12
4185,RBF,4/16/2021,"225,000","301,500",0,0,720.5,0.02
4184,RBF,4/16/2021,"500,000","580,000",0,0,694,0.015
4183,RBF,4/15/2021,"55,000","79,750",0,0,730.5,0.1
4182,RBF,4/15/2021,"100,000","120,000",0,0,796,0.03
4181,RBF,4/15/2021,"350,000","465,500",0,0,726,0.04
4180,RBF,4/15/2021,"250,000","328,750",0,0,758.5,0.09
4179,RBF,4/14/2021,"325,000","386,750",0,0,663,0.04
4178,RBF,4/14/2021,"35,000","47,250",0,0,620,0.07
4177,RBF,4/14/2021,"150,000","180,000",0,0,713,0.08
4176,RBF,4/14/2021,"1,120,000","1,512,000",0,0,753.5,0.05
4175,RBF,4/13/2021,"225,000","299,250",0,0,670,0.07
4174,RBF,4/13/2021,"600,000","786,000",0,0,753,0.035
4173,RBF,4/13/2021,"525,000","672,000",0,0,646,0.03
4172,RBF,4/12/2021,"375,000","525,000",0,0,606.5,0.08
4171,RBF,4/9/2021,"185,000","255,300",0,0,520,0.09
4170,RBF,4/9/2021,"25,000","33,250",0,0,632,0.06
4169,RBF,4/9/2021,"100,000","120,000",0,0,796,0.03
4168,RBF,4/8/2021,"300,000","399,000",0,0,659.5,0.06
4167,RBF,4/7/2021,"250,000","307,500",0,0,716,0.01
4166,RBF,4/7/2021,"600,000","894,000",0,"19,644",683,0.15
4165,RBF,4/6/2021,"75,000","99,750",0,0,688,0.09
4164,RBF,4/6/2021,"550,000","731,500",0,0,N/A,0.04
4163,RBF,4/6/2021,"3,000,000","3,990,000",0,0,669,0.04
4162,RBF,4/6/2021,"100,000","129,000",0,0,699,0.04
4161,RBF,4/5/2021,"100,000","127,000",0,0,732,0.04
4160,RBF,4/2/2021,"200,000","266,000",0,0,659.5,0.06
4159,RBF,4/1/2021,"1,000,000","1,310,000",0,"590,889",729.5,0.04
4158,RBF,4/1/2021,"250,000","306,250",0,0,757,0
4157,RBF,3/31/2021,"200,000","254,000",0,0,629,0.04
4156,RBF,3/31/2021,"122,507","161,710",0,0,622,0.05
4155,RBF,3/31/2021,"30,000","42,000",0,0,701.5,0.12
4154,RBF,3/31/2021,"31,000","45,260",0,0,627,0.1
4151,RBF,3/31/2021,"200,000","254,000",0,0,747,0.02
4150,RBF,3/31/2021,"450,000","607,500",0,0,684,0.07
4149,RBF,3/31/2021,"675,000","877,500",0,0,674.5,0.04
4148,RBF,3/31/2021,"105,000","138,600",0,0,678.5,0.05
4147,RBF,3/31/2021,"150,000","169,500",0,0,708,0.01
4146,RBF,3/30/2021,"650,000","864,500",0,0,699,0.04
4145,RBF,3/30/2021,"500,000","620,000",0,0,769,0.03
4144,RBF,3/30/2021,"250,000","325,000",0,0,624,0.05
4143,RBF,3/30/2021,"100,000","114,000",0,0,839,0.03
4142,RBF,3/30/2021,"200,000","280,000",0,0,706,0.1
4141,RBF,3/30/2021,"250,000","325,000",0,0,715.5,0.03
4140,RBF,3/29/2021,"200,000","276,000",0,0,701,0.12
4139,RBF,3/29/2021,"50,000","69,000",0,0,710,0.08
4138,RBF,3/26/2021,"758,869","994,119",0,"635,598",734,0.02
4137,RBF,3/26/2021,"150,000","198,000",0,0,729.5,0.07
4136,RBF,3/26/2021,"350,000","472,500",0,0,700,0.1
4135,RBF,3/26/2021,"250,000","297,500",0,0,689,0.04
4134,RBF,3/26/2021,"1,200,000","1,518,000",0,0,694,0.025
4133,RBF,3/25/2021,"1,200,000","1,500,000",0,0,762,0.01
4132,RBF,3/25/2021,"120,000","166,800",0,"72,343",709,0.09
4131,RBF,3/24/2021,"500,000","600,000",0,0,761,0.01
4130,RBF,3/24/2021,"150,000","192,000",0,0,601.5,0.1
4129,RBF,3/24/2021,"750,000","997,500",0,0,676.5,0.02
4128,RBF,3/24/2021,"1,250,000","1,637,500",0,0,667,0.03
4127,RBF,3/23/2021,"310,000","440,200",0,0,518,0.09
4126,RBF,3/23/2021,"200,000","252,000",0,0,718,0.045
4125,RBF,3/23/2021,"50,000","72,500",0,0,717,0.1
4124,RBF,3/23/2021,"60,000","78,600",0,0,712,0
4123,RBF,3/23/2021,"200,000","274,000",0,0,737,0.12
4122,RBF,3/23/2021,"50,000","64,500",0,0,699.5,0.06
4121,RBF,3/22/2021,"50,000","70,000",0,0,701.5,0.12
4120,RBF,3/22/2021,"350,000","497,000",0,0,660,0.1
4119,RBF,3/19/2021,"45,000","61,650",0,0,634,0.06
4118,RBF,3/19/2021,"1,300,000","1,716,000",0,0,672,0.02
4117,RBF,3/19/2021,"250,000","342,500",0,0,755,0.08
4116,RBF,3/18/2021,"100,000","140,000",0,0,700.5,0.12
4115,RBF,3/17/2021,"200,000","280,000",0,0,721.5,0.12
4114,RBF,3/17/2021,"150,000","195,000",0,0,664,0.05
4113,RBF,3/17/2021,"100,000","133,000",0,0,652,0.08
4112,RBF,3/17/2021,"18,000","24,840",0,0,617,0.11
4110,RBF,3/16/2021,"500,000","630,000",0,"185,000",619,0.08
4109,RBF,3/15/2021,"250,000","322,500",0,0,796,0.05
4108,RBF,3/15/2021,"35,000","46,900",0,0,754,0.1
4107,RBF,3/15/2021,"700,000","910,000",0,0,759,0.05
4106,RBF,3/12/2021,"15,000","18,150",0,0,662,0.01
4105,RBF,3/12/2021,"200,000","278,000",0,0,667,0.12
4104,RBF,3/12/2021,"50,000","69,000",0,0,678,0.08
4103,RBF,3/11/2021,"80,000","104,800",0,0,672,0.05
4102,RBF,3/11/2021,"300,000","411,000",0,0,604,0.1
4101,RBF,3/11/2021,"75,000","104,250",0,0,655,0.12
4100,RBF,3/11/2021,"400,000","500,000",0,0,743,0
4099,RBF,3/10/2021,"60,000","77,400",0,0,694,0.04
4098,RBF,3/9/2021,"100,000","130,000",0,0,721.5,0.04
4097,RBF,3/9/2021,"250,000","322,500",0,0,699.5,0.06
4096,RBF,3/9/2021,"150,000","207,000",0,0,697,0.08
4095,RBF,3/9/2021,"150,000","183,000",0,0,677,0.02
4094,RBF,3/9/2021,"25,000","35,750",0,"16,488",677,0
4093,RBF,3/8/2021,"105,000","131,250",0,0,726,0.03
4092,RBF,3/5/2021,"512,500","653,438",0,0,680,0.03
4091,RBF,3/4/2021,"475,000","570,000",0,0,682,0.08
4090,RBF,3/4/2021,"350,000","486,500",0,0,782,0.1
4089,RBF,3/4/2021,"200,000","270,000",0,0,656,0.07
4088,RBF,3/3/2021,"200,000","258,000",0,0,725.5,0.06
4087,RBF,3/3/2021,"875,000","1,137,500",0,0,747.5,0.01
4086,RBF,3/3/2021,"745,000","998,300",0,0,708,0.06
4085,RBF,3/3/2021,"50,000","65,000",0,0,601,0.04
4084,RBF,3/2/2021,"150,000","198,000",0,0,705,0.06
4083,RBF,3/2/2021,"35,000","48,650",0,"10,033",609,0.12
4082,RBF,3/1/2021,"550,000","737,000",0,"328,189",753,0.08
4081,RBF,2/26/2021,"150,000","193,500",0,0,680,0.03
4079,RBF,2/26/2021,"250,000","305,000",0,0,699,0
4078,RBF,2/26/2021,"150,000","195,000",0,0,721.5,0.04
4077,RBF,2/26/2021,"750,000","982,500",0,0,791,0.04
4076,RBF,2/26/2021,"35,000","48,650",0,0,780,0.1
4075,RBF,2/25/2021,"250,000","340,000",0,0,737,0.08
4074,RBF,2/25/2021,"500,000","670,000",0,0,773,0.06
4073,RBF,2/25/2021,"125,000","151,875",0,0,712,0.015
4072,RBF,2/25/2021,"360,000","478,800",0,0,673,0.04
4071,RBF,2/25/2021,"200,000","250,000",0,0,694,0.03
4070,RBF,2/25/2021,"350,000","479,500",0,0,762.5,0.08
4069,RBF,2/24/2021,"500,000","655,000",0,0,623,0
4068,RBF,2/24/2021,"1,750,000","2,327,500",0,0,746,0.02
4067,RBF,2/24/2021,"200,000","260,000",0,0,763,0.06
4066,RBF,2/24/2021,"500,000","620,000",0,0,715,0.05
4065,RBF,2/24/2021,"400,000","528,000",0,0,N/A,0.08
4064,RBF,2/24/2021,"234,850","317,048",0,0,697,0
4063,RBF,2/24/2021,"100,000","131,000",0,0,667,0
4062,RBF,2/24/2021,"390,000","507,000",0,"361,726",717.5,0.05
4061,RBF,2/23/2021,"150,000","192,000",0,0,667,0.02
4060,RBF,2/23/2021,"300,000","405,000",0,0,687,0.05
4059,RBF,2/23/2021,"250,000","302,500",0,0,727.5,0.07
4058,RBF,2/22/2021,"50,000","64,000",0,0,760,0.02
4057,RBF,2/22/2021,"200,000","274,000",0,0,742,0.1
4056,RBF,2/19/2021,"750,000","990,000",0,0,775,0.04
4055,RBF,2/17/2021,"250,000","325,000",0,0,725,0.07
4054,RBF,2/17/2021,"200,000","248,000",0,0,783,0.01
4053,RBF,2/17/2021,"550,000","731,500",0,0,614,0.05
4052,RBF,2/16/2021,"2,500,000","3,450,000",0,0,731,0.05
4051,RBF,2/16/2021,"700,000","910,000",0,0,763.5,0
4050,RBF,2/16/2021,"110,000","134,200",0,0,647,0.05
4049,RBF,2/16/2021,"650,000","884,000",0,0,679,0.08
4048,RBF,2/16/2021,"75,000","96,750",0,0,682,0.05
4047,RBF,2/16/2021,"1,000,000","1,340,000",0,"505,261",748,0.08
4046,RBF,2/12/2021,"1,000,000","1,360,000",0,0,741,0.04
4045,RBF,2/12/2021,"650,000","877,500",0,0,732.5,0.03
4044,RBF,2/12/2021,"135,000","182,250",0,0,647,0.05
4043,RBF,2/11/2021,"200,000","244,000",0,0,711,0
4042,RBF,2/10/2021,"550,000","726,000",0,0,760,0.07
4041,RBF,2/9/2021,"775,000","992,000",0,0,646,0.03
4040,RBF,2/9/2021,"550,000","742,500",0,0,647,0.08
4039,RBF,2/9/2021,"600,000","780,000",0,0,739,0.03
4038,RBF,2/9/2021,"30,000","38,400",0,0,672,0.04
4037,RBF,2/9/2021,"150,000","199,500",0,0,759,0.05
4036,RBF,2/8/2021,"500,000","620,000",0,0,595,0.01
4035,RBF,2/8/2021,"35,000","45,150",0,0,706,0
4034,RBF,2/8/2021,"460,000","584,200",0,0,741,0.02
4033,RBF,2/8/2021,"325,000","438,750",0,0,611,0.05
4032,RBF,2/8/2021,"400,000","528,000",0,0,645.3333,0.03
4031,RBF,2/5/2021,"600,000","762,000",0,0,732,0.045
4030,RBF,2/5/2021,"550,000","671,000",0,0,711,0
4029,RBF,2/3/2021,"300,000","405,000",0,0,707,0.1
4028,RBF,2/3/2021,"450,000","598,500",0,0,659,0.06
4027,RBF,2/3/2021,"540,000","702,000",0,"420,650",733,0.05
4026,RBF,2/2/2021,"275,000","385,000",0,0,677,0.1
4025,RBF,2/1/2021,"174,753","220,189",0,0,697,0
4024,RBF,1/29/2021,"30,000","41,100",0,0,647,0.1
4023,RBF,1/29/2021,"50,000","66,000",0,0,707,0.05
4022,RBF,1/29/2021,"400,000","540,000",0,0,635,0.08
4021,RBF,1/29/2021,"250,000","355,000",0,0,706.5,0.12
4020,RBF,1/29/2021,"300,000","396,000",0,0,671.5,0.06
4019,RBF,1/28/2021,"1,200,000","1,608,000",0,0,665.5,0
4018,RBF,1/28/2021,"125,000","173,750",0,0,696,0.12
4017,RBF,1/28/2021,"1,500,000","2,025,000",0,0,687,0.055
4016,RBF,1/28/2021,"65,000","89,700",0,0,616,0.12
4015,RBF,1/28/2021,"175,000","208,250",0,0,727,0.04
4014,RBF,1/27/2021,"1,000,000","1,360,000",0,747,N/A,0.05
4013,RBF,1/27/2021,"550,000","748,000",0,0,685,0.04
4012,RBF,1/27/2021,"30,000","42,600",0,0,602,0.12
4011,RBF,1/27/2021,"150,000","208,500",0,0,788,0.1
4010,RBF,1/27/2021,"540,000","702,000",0,"441,770",733,0.05
4009,RBF,1/27/2021,"300,000","420,000",0,0,663,0.07
4008,RBF,1/26/2021,"200,000","248,000",0,0,694,0.02
4007,RBF,1/26/2021,"500,000","665,000",0,0,805,0.05
4006,RBF,1/26/2021,"100,000","138,000",0,0,679,0.12
4005,RBF,1/26/2021,"700,000","896,000",0,0,719.5,0.1
4004,RBF,1/26/2021,"18,481","23,655",0,0,599,0
4003,RBF,1/26/2021,"225,000","304,875",0,0,731,0.055
4002,RBF,1/25/2021,"52,000","68,120",0,0,706.5,0.06
4001,RBF,1/25/2021,"1,050,000","1,449,000",0,0,638,0.05
4000,RBF,1/25/2021,"350,000","458,500",0,0,761.5,0.02
3999,RBF,1/25/2021,"200,000","252,000",0,0,721,0.03
3998,RBF,1/25/2021,"155,000","201,500",0,0,630,0
3997,RBF,1/22/2021,"30,000","35,700",0,0,653,0.04
3996,RBF,1/22/2021,"40,000","56,000",0,0,673,0.08
3995,RBF,1/22/2021,"490,000","637,000",0,"380,135",733,0.05
3994,RBF,1/22/2021,"300,000","348,000",0,0,587,0.06
3993,RBF,1/21/2021,"20,000","27,800",0,0,732,0.12
3992,RBF,1/21/2021,"1,400,000","1,568,000",0,0,780.5,0.008
3991,RBF,1/21/2021,"150,000","199,500",0,0,688,0.05
3990,RBF,1/21/2021,"250,000","337,500",0,0,677,0.08
3989,RBF,1/21/2021,"500,000","675,000",0,0,683,0.08
3988,RBF,1/21/2021,"200,000","276,000",0,0,600,0.03
3987,RBF,1/21/2021,"500,000","665,000",0,0,748,0.06
3986,RBF,1/21/2021,"7,500","10,350",0,0,699,0.12
3985,RBF,1/21/2021,"325,000","386,750",0,0,727,0.04
3984,RBF,1/20/2021,"128,000","171,520",0,0,758,0.07
3983,RBF,1/20/2021,"275,000","371,250",0,0,698,0.07
3982,RBF,1/20/2021,"110,000","148,500",0,0,670,0.08
3981,RBF,1/20/2021,"350,000","444,500",0,0,751,0.045
3980,RBF,1/20/2021,"40,000","54,400",0,0,661,0.08
3979,RBF,1/19/2021,"300,000","330,000",0,0,N/A,0.015
3977,RBF,1/19/2021,"50,000","67,000",0,"5,939",677,0.08
3976,RBF,1/19/2021,"75,000","105,750",0,0,681,0.12
3975,RBF,1/15/2021,"350,000","479,500",0,0,668.5,0.1
3974,RBF,1/15/2021,"80,000","112,800",0,0,529,0.12
3973,RBF,1/15/2021,"200,000","276,000",0,0,790,0.1
3972,RBF,1/15/2021,"60,000","79,200",0,"52,143",700,0.08
3971,RBF,1/15/2021,"20,000","29,200",0,0,647,0.1
3970,RBF,1/15/2021,"197,717","245,170",0,0,692,0
3969,RBF,1/15/2021,"150,000","207,000",0,0,749,0.1
3968,RBF,1/14/2021,"500,000","582,500",0,0,684,0.03
3967,RBF,1/14/2021,"200,000","266,000",0,0,651,0.08
